date,site_section,device,country,ad_unit,ad_requests,matched_requests,impressions,clicks,estimated_revenue,match_rate,fill_rate,ctr,rpm,ecpm,rpm_7d_avg,anomaly_type,anomaly_detail
2026-02-26,sports,desktop,MX,top_banner,3063,2962,3589,59,8.17,0.967026,1.211681,0.016439,2.66732,2.2764,,impressions_gt_matched_requests,impressions (3589) is greater than matched_requests (2962).
2026-03-01,technology,desktop,AR,video_preroll,535,515,1405,7,2.89,0.962617,2.728155,0.004982,5.401869,2.05694,3.715529,impressions_gt_matched_requests,impressions (1405) is greater than matched_requests (515).
2026-03-27,sports,mobile,BR,in_article,8578,7090,6155,53,4.38,0.826533,0.868124,0.008611,0.510609,0.711617,1.828001857142857,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.5106; previous 7-day average is 1.8280.
2026-03-27,sports,mobile,MX,sidebar_rectangle,1886,1493,1318,14,3.21,0.791622,0.882786,0.010622,1.702015,2.435508,2.4538364285714285,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.7020; previous 7-day average is 2.4538.
2026-03-27,sports,mobile,US,top_banner,6888,5795,5023,152,8.1,0.841318,0.866782,0.030261,1.175958,1.612582,3.382327,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.1760; previous 7-day average is 3.3823.
2026-03-27,sports,mobile,US,video_preroll,1946,1821,1588,14,3.96,0.935766,0.872048,0.008816,2.034943,2.493703,5.688128999999999,rpm_drop_gt_25pct_vs_7d_avg,rpm is 2.0349; previous 7-day average is 5.6881.
2026-03-27,sports,tablet,AR,in_article,725,606,574,10,0.53,0.835862,0.947195,0.017422,0.731034,0.923345,1.988589714285714,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.7310; previous 7-day average is 1.9886.
2026-03-27,sports,tablet,AR,top_banner,1100,968,929,28,0.77,0.88,0.959711,0.03014,0.7,0.828848,2.223507142857143,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.7000; previous 7-day average is 2.2235.
2026-03-27,sports,tablet,AR,video_preroll,300,273,248,2,0.47,0.91,0.908425,0.008065,1.566667,1.895161,3.1393332857142857,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.5667; previous 7-day average is 3.1393.
2026-03-27,sports,tablet,BR,top_banner,2781,2667,2533,23,2.17,0.959008,0.949756,0.00908,0.780295,0.856692,2.459736142857143,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.7803; previous 7-day average is 2.4597.
2026-03-27,sports,tablet,BR,video_preroll,825,743,597,8,1.82,0.900606,0.803499,0.0134,2.206061,3.048576,4.304803000000001,rpm_drop_gt_25pct_vs_7d_avg,rpm is 2.2061; previous 7-day average is 4.3048.
2026-03-27,sports,tablet,US,top_banner,2149,1990,1897,56,4.47,0.926012,0.953266,0.02952,2.080037,2.356352,3.1973122857142857,rpm_drop_gt_25pct_vs_7d_avg,rpm is 2.0800; previous 7-day average is 3.1973.
2026-03-27,sports,tablet,US,video_preroll,511,419,400,6,1.34,0.819961,0.954654,0.015,2.622309,3.35,3.7879159999999996,rpm_drop_gt_25pct_vs_7d_avg,rpm is 2.6223; previous 7-day average is 3.7879.
2026-03-27,technology,desktop,AR,in_article,1601,1476,1439,25,1.16,0.921924,0.974932,0.017373,0.724547,0.806115,1.3890247142857142,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.7245; previous 7-day average is 1.3890.
2026-03-27,technology,desktop,AR,top_banner,2452,2323,1919,45,2.06,0.94739,0.826087,0.02345,0.840131,1.073476,1.7694624285714284,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.8401; previous 7-day average is 1.7695.
2026-03-27,technology,desktop,AR,video_preroll,634,548,419,8,0.52,0.864353,0.764599,0.019093,0.820189,1.24105,3.772981714285714,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.8202; previous 7-day average is 3.7730.
2026-03-27,technology,desktop,BR,sidebar_rectangle,2712,2277,1846,10,4.54,0.839602,0.810716,0.005417,1.674041,2.459372,2.642943714285714,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.6740; previous 7-day average is 2.6429.
2026-03-27,technology,desktop,MX,video_preroll,630,516,504,9,0.77,0.819048,0.976744,0.017857,1.222222,1.527778,3.4353462857142856,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.2222; previous 7-day average is 3.4353.
2026-03-27,technology,desktop,US,in_article,2529,2439,2044,20,3.53,0.964413,0.838048,0.009785,1.395809,1.727006,3.491378285714286,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.3958; previous 7-day average is 3.4914.
2026-03-27,technology,desktop,US,top_banner,3992,3478,2772,51,7.63,0.871242,0.79701,0.018398,1.911323,2.752525,3.460729,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.9113; previous 7-day average is 3.4607.
2026-03-27,technology,desktop,US,video_preroll,995,823,658,3,1.63,0.827136,0.799514,0.004559,1.638191,2.477204,7.004762428571428,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.6382; previous 7-day average is 7.0048.
2026-03-27,technology,mobile,AR,sidebar_rectangle,1485,1223,957,5,1.17,0.823569,0.782502,0.005225,0.787879,1.222571,1.7509855714285714,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.7879; previous 7-day average is 1.7510.
2026-03-27,technology,mobile,AR,top_banner,2973,2776,2507,68,2.41,0.933737,0.903098,0.027124,0.810629,0.961308,1.7300140000000002,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.8106; previous 7-day average is 1.7300.
2026-03-27,technology,mobile,MX,in_article,3155,2533,2231,10,2.2,0.802853,0.880774,0.004482,0.697306,0.986105,1.7312418571428572,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.6973; previous 7-day average is 1.7312.
2026-03-27,technology,mobile,US,sidebar_rectangle,3321,2662,2355,10,6.65,0.801566,0.884673,0.004246,2.002409,2.823779,3.1147482857142856,rpm_drop_gt_25pct_vs_7d_avg,rpm is 2.0024; previous 7-day average is 3.1147.
2026-03-27,technology,mobile,US,video_preroll,1523,1352,1051,11,2.74,0.887722,0.777367,0.010466,1.799081,2.607041,5.293961857142857,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.7991; previous 7-day average is 5.2940.
2026-03-27,technology,tablet,AR,in_article,578,511,395,5,0.87,0.884083,0.772994,0.012658,1.50519,2.202532,2.1353514285714286,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.5052; previous 7-day average is 2.1354.
2026-03-27,technology,tablet,BR,in_article,2015,1790,1461,27,3.08,0.888337,0.816201,0.01848,1.528536,2.108145,2.229322857142857,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.5285; previous 7-day average is 2.2293.
2026-03-27,technology,tablet,BR,top_banner,2539,2179,1800,27,3.48,0.858212,0.826067,0.015,1.370618,1.933333,2.165016,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.3706; previous 7-day average is 2.1650.
2026-03-27,technology,tablet,MX,top_banner,1068,975,841,14,0.55,0.912921,0.862564,0.016647,0.514981,0.653983,1.5187871428571427,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.5150; previous 7-day average is 1.5188.
2026-03-27,technology,tablet,US,in_article,1142,1030,865,20,2.41,0.901926,0.839806,0.023121,2.110333,2.786127,3.5077697142857143,rpm_drop_gt_25pct_vs_7d_avg,rpm is 2.1103; previous 7-day average is 3.5078.
2026-03-27,technology,tablet,US,sidebar_rectangle,756,629,570,8,0.9,0.832011,0.9062,0.014035,1.190476,1.578947,3.1852332857142858,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.1905; previous 7-day average is 3.1852.
2026-03-27,technology,tablet,US,top_banner,1699,1328,1163,24,4.1,0.781636,0.875753,0.020636,2.413184,3.525365,3.5581905714285713,rpm_drop_gt_25pct_vs_7d_avg,rpm is 2.4132; previous 7-day average is 3.5582.
2026-03-27,technology,tablet,US,video_preroll,430,366,329,4,0.73,0.851163,0.898907,0.012158,1.697674,2.218845,4.886793428571428,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.6977; previous 7-day average is 4.8868.
2026-03-28,home,desktop,AR,in_article,2726,2539,2279,40,1.67,0.931401,0.897597,0.017552,0.612619,0.732778,1.8888239999999998,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.6126; previous 7-day average is 1.8888.
2026-03-28,home,desktop,AR,sidebar_rectangle,2202,1779,1676,38,1.51,0.807902,0.942102,0.022673,0.68574,0.900955,2.2231262857142857,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.6857; previous 7-day average is 2.2231.
2026-03-28,home,desktop,AR,video_preroll,1103,1061,1021,5,2.34,0.961922,0.9623,0.004897,2.121487,2.291871,3.3354980000000003,rpm_drop_gt_25pct_vs_7d_avg,rpm is 2.1215; previous 7-day average is 3.3355.
2026-03-28,home,desktop,MX,in_article,4018,3237,3089,26,2.77,0.805625,0.954279,0.008417,0.689398,0.89673,1.7676362857142858,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.6894; previous 7-day average is 1.7676.
2026-03-28,home,desktop,MX,top_banner,5055,4744,4027,116,4.85,0.938477,0.848862,0.028806,0.959446,1.20437,2.3422572857142856,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.9594; previous 7-day average is 2.3423.
2026-03-28,home,desktop,US,top_banner,7900,7073,6063,172,12.16,0.895316,0.857203,0.028369,1.539241,2.005608,3.157091142857143,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.5392; previous 7-day average is 3.1571.
2026-03-28,home,desktop,US,video_preroll,2008,1817,1473,11,3.01,0.90488,0.810677,0.007468,1.499004,2.043449,4.961591142857143,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.4990; previous 7-day average is 4.9616.
2026-03-28,home,mobile,BR,in_article,12626,11446,9707,46,8.25,0.906542,0.848069,0.004739,0.653414,0.849902,1.3083997142857142,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.6534; previous 7-day average is 1.3084.
2026-03-28,home,mobile,BR,sidebar_rectangle,9334,8334,6647,46,13.32,0.892865,0.797576,0.00692,1.427041,2.003912,2.1547108571428573,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.4270; previous 7-day average is 2.1547.
2026-03-28,home,mobile,MX,sidebar_rectangle,3701,3315,2895,67,3.0,0.895704,0.873303,0.023143,0.810592,1.036269,1.9952042857142855,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.8106; previous 7-day average is 1.9952.
2026-03-28,home,mobile,MX,top_banner,7471,6197,5636,159,4.15,0.829474,0.909472,0.028211,0.555481,0.736338,2.0183985714285715,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.5555; previous 7-day average is 2.0184.
2026-03-28,home,tablet,MX,sidebar_rectangle,1046,940,847,13,0.66,0.898662,0.901064,0.015348,0.630975,0.779221,1.8978387142857145,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.6310; previous 7-day average is 1.8978.
2026-03-28,home,tablet,MX,video_preroll,631,553,535,8,1.0,0.876387,0.96745,0.014953,1.584786,1.869159,3.2844194285714283,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.5848; previous 7-day average is 3.2844.
2026-03-28,home,tablet,US,top_banner,3173,3005,2871,64,4.75,0.947053,0.955408,0.022292,1.497006,1.654476,3.192865285714286,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.4970; previous 7-day average is 3.1929.
2026-03-28,news,desktop,AR,sidebar_rectangle,1510,1417,1339,17,1.73,0.938411,0.944954,0.012696,1.145695,1.292009,1.7030854285714285,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.1457; previous 7-day average is 1.7031.
2026-03-28,news,desktop,BR,top_banner,9051,7320,6843,206,5.61,0.80875,0.934836,0.030104,0.619821,0.819816,1.9702854285714284,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.6198; previous 7-day average is 1.9703.
2026-03-28,news,desktop,BR,video_preroll,2270,2172,1681,32,4.67,0.956828,0.773941,0.019036,2.057269,2.778108,3.989022285714286,rpm_drop_gt_25pct_vs_7d_avg,rpm is 2.0573; previous 7-day average is 3.9890.
2026-03-28,news,desktop,MX,in_article,2777,2177,1943,15,1.36,0.78394,0.892513,0.00772,0.489737,0.699949,1.882334,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.4897; previous 7-day average is 1.8823.
2026-03-28,news,desktop,MX,sidebar_rectangle,1860,1674,1276,22,1.55,0.9,0.762246,0.017241,0.833333,1.214734,1.49591,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.8333; previous 7-day average is 1.4959.
2026-03-28,news,mobile,AR,sidebar_rectangle,2436,2267,1897,48,1.58,0.930624,0.836789,0.025303,0.648604,0.832894,1.775486857142857,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.6486; previous 7-day average is 1.7755.
2026-03-28,news,mobile,AR,video_preroll,1318,1148,1030,18,2.84,0.871017,0.897213,0.017476,2.15478,2.757282,3.573599857142857,rpm_drop_gt_25pct_vs_7d_avg,rpm is 2.1548; previous 7-day average is 3.5736.
2026-03-28,news,mobile,MX,video_preroll,1378,1243,1131,3,2.19,0.902032,0.909895,0.002653,1.58926,1.93634,3.6796002857142858,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.5893; previous 7-day average is 3.6796.
2026-03-28,news,mobile,US,video_preroll,2529,2319,1921,18,5.35,0.916963,0.828374,0.00937,2.115461,2.785008,4.588159,rpm_drop_gt_25pct_vs_7d_avg,rpm is 2.1155; previous 7-day average is 4.5882.
2026-03-28,news,tablet,BR,sidebar_rectangle,1838,1601,1318,16,1.74,0.871055,0.823235,0.01214,0.946681,1.320182,1.7470215714285715,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.9467; previous 7-day average is 1.7470.
2026-03-28,news,tablet,BR,top_banner,3799,3038,2602,11,2.82,0.799684,0.856485,0.004228,0.742301,1.083782,1.667773142857143,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.7423; previous 7-day average is 1.6678.
2026-03-28,news,tablet,BR,video_preroll,1147,931,839,15,2.36,0.811683,0.901182,0.017878,2.057541,2.812872,3.6732591428571424,rpm_drop_gt_25pct_vs_7d_avg,rpm is 2.0575; previous 7-day average is 3.6733.
2026-03-28,news,tablet,MX,sidebar_rectangle,810,699,569,10,0.75,0.862963,0.81402,0.017575,0.925926,1.318102,1.6133792857142857,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.9259; previous 7-day average is 1.6134.
2026-03-28,news,tablet,US,sidebar_rectangle,1184,1057,825,15,1.24,0.892736,0.780511,0.018182,1.047297,1.50303,2.7688717142857144,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.0473; previous 7-day average is 2.7689.
2026-03-28,news,tablet,US,video_preroll,652,565,498,7,2.16,0.866564,0.881416,0.014056,3.312883,4.337349,4.6509984285714285,rpm_drop_gt_25pct_vs_7d_avg,rpm is 3.3129; previous 7-day average is 4.6510.
2026-03-28,sports,desktop,AR,in_article,2072,1852,1788,20,1.75,0.893822,0.965443,0.011186,0.844595,0.978747,1.8234382857142857,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.8446; previous 7-day average is 1.8234.
2026-03-28,sports,desktop,BR,in_article,5970,5403,4839,78,6.15,0.905025,0.895614,0.016119,1.030151,1.270924,1.6212164285714283,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.0302; previous 7-day average is 1.6212.
2026-03-28,sports,desktop,BR,sidebar_rectangle,4007,3444,2848,63,5.73,0.859496,0.826945,0.022121,1.429998,2.011938,2.102597142857143,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.4300; previous 7-day average is 2.1026.
2026-03-28,sports,desktop,BR,video_preroll,2008,1750,1441,22,2.13,0.871514,0.823429,0.015267,1.060757,1.47814,3.672461857142857,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.0608; previous 7-day average is 3.6725.
2026-03-28,sports,desktop,MX,top_banner,2629,2406,1861,17,3.35,0.915177,0.773483,0.009135,1.274249,1.800107,1.7249937142857144,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.2742; previous 7-day average is 1.7250.
2026-03-28,sports,mobile,AR,sidebar_rectangle,1900,1650,1586,25,1.58,0.868421,0.961212,0.015763,0.831579,0.996217,1.7891861428571427,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.8316; previous 7-day average is 1.7892.
2026-03-28,sports,mobile,BR,sidebar_rectangle,5972,5494,5236,160,8.45,0.91996,0.95304,0.030558,1.414936,1.613827,2.338414285714286,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.4149; previous 7-day average is 2.3384.
2026-03-28,sports,mobile,MX,sidebar_rectangle,2334,2101,1905,50,2.88,0.900171,0.906711,0.026247,1.233933,1.511811,2.4245965714285718,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.2339; previous 7-day average is 2.4246.
2026-03-28,sports,mobile,MX,top_banner,4566,4006,3882,50,4.77,0.877354,0.969046,0.01288,1.044678,1.228748,2.5174058571428573,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.0447; previous 7-day average is 2.5174.
2026-03-28,sports,mobile,US,in_article,5349,4459,3994,34,7.69,0.833614,0.895717,0.008513,1.437652,1.925388,2.6278475714285716,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.4377; previous 7-day average is 2.6278.
2026-03-28,sports,tablet,AR,top_banner,1026,882,764,10,1.2,0.859649,0.866213,0.013089,1.169591,1.570681,2.0876708571428573,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.1696; previous 7-day average is 2.0877.
2026-03-28,sports,tablet,BR,sidebar_rectangle,1775,1553,1276,24,2.22,0.87493,0.821636,0.018809,1.250704,1.739812,2.6894654285714283,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.2507; previous 7-day average is 2.6895.
2026-03-28,sports,tablet,BR,video_preroll,885,768,702,12,2.18,0.867797,0.914062,0.017094,2.463277,3.105413,3.755843142857143,rpm_drop_gt_25pct_vs_7d_avg,rpm is 2.4633; previous 7-day average is 3.7558.
2026-03-28,sports,tablet,MX,top_banner,1302,1051,841,23,1.3,0.80722,0.80019,0.027348,0.998464,1.545779,1.6367511428571428,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.9985; previous 7-day average is 1.6368.
2026-03-28,sports,tablet,US,in_article,1433,1195,949,19,2.73,0.833915,0.794142,0.020021,1.905094,2.876712,3.578283285714286,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.9051; previous 7-day average is 3.5783.
2026-03-28,sports,tablet,US,sidebar_rectangle,1114,928,705,17,1.34,0.833034,0.759698,0.024113,1.202873,1.900709,3.1681961428571426,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.2029; previous 7-day average is 3.1682.
2026-03-28,technology,desktop,AR,video_preroll,588,490,479,6,1.0,0.833333,0.977551,0.012526,1.70068,2.087683,3.3327152857142854,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.7007; previous 7-day average is 3.3327.
2026-03-28,technology,desktop,BR,video_preroll,1535,1216,1078,19,3.45,0.792182,0.886513,0.017625,2.247557,3.200371,3.2550887142857143,rpm_drop_gt_25pct_vs_7d_avg,rpm is 2.2476; previous 7-day average is 3.2551.
2026-03-28,technology,desktop,MX,top_banner,2758,2589,2121,34,1.52,0.938724,0.819235,0.01603,0.551124,0.716643,1.7719775714285715,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.5511; previous 7-day average is 1.7720.
2026-03-28,technology,desktop,US,video_preroll,1137,905,744,10,3.2,0.795954,0.822099,0.013441,2.814424,4.301075,6.293096857142857,rpm_drop_gt_25pct_vs_7d_avg,rpm is 2.8144; previous 7-day average is 6.2931.
2026-03-28,technology,mobile,AR,video_preroll,876,727,611,11,0.81,0.829909,0.84044,0.018003,0.924658,1.325696,4.038212142857143,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.9247; previous 7-day average is 4.0382.
2026-03-28,technology,mobile,MX,top_banner,3539,2821,2639,48,4.05,0.797118,0.935484,0.018189,1.144391,1.534672,2.152622857142857,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.1444; previous 7-day average is 2.1526.
2026-03-28,technology,mobile,US,in_article,4590,3796,3296,32,11.11,0.827015,0.868282,0.009709,2.420479,3.370752,3.7364848571428575,rpm_drop_gt_25pct_vs_7d_avg,rpm is 2.4205; previous 7-day average is 3.7365.
2026-03-28,technology,mobile,US,video_preroll,1591,1327,1013,2,2.16,0.834067,0.763376,0.001974,1.357637,2.13228,4.350906714285714,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.3576; previous 7-day average is 4.3509.
2026-03-28,technology,tablet,BR,in_article,2070,1936,1812,39,1.23,0.935266,0.93595,0.021523,0.594203,0.678808,2.1479652857142857,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.5942; previous 7-day average is 2.1480.
2026-03-28,technology,tablet,BR,sidebar_rectangle,1435,1351,1241,33,1.09,0.941463,0.918579,0.026591,0.759582,0.878324,1.631975571428571,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.7596; previous 7-day average is 1.6320.
2026-03-28,technology,tablet,BR,video_preroll,661,544,453,8,1.72,0.822995,0.832721,0.01766,2.602118,3.796909,4.2306488571428575,rpm_drop_gt_25pct_vs_7d_avg,rpm is 2.6021; previous 7-day average is 4.2306.
2026-03-28,technology,tablet,MX,top_banner,1122,974,895,11,0.64,0.868093,0.918891,0.012291,0.57041,0.715084,1.3140794285714286,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.5704; previous 7-day average is 1.3141.
2026-03-28,technology,tablet,US,sidebar_rectangle,870,731,559,6,1.09,0.84023,0.764706,0.010733,1.252874,1.949911,2.8414267142857144,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.2529; previous 7-day average is 2.8414.
2026-03-28,technology,tablet,US,top_banner,1608,1422,1351,11,2.1,0.884328,0.95007,0.008142,1.30597,1.554404,3.600717142857143,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.3060; previous 7-day average is 3.6007.
2026-03-29,home,desktop,AR,top_banner,3240,3004,2769,59,2.54,0.92716,0.921771,0.021307,0.783951,0.917299,2.2148275714285712,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.7840; previous 7-day average is 2.2148.
2026-03-29,home,desktop,BR,in_article,7949,7168,5639,58,11.07,0.901749,0.786691,0.010286,1.392628,1.963114,2.2822042857142857,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.3926; previous 7-day average is 2.2822.
2026-03-29,home,desktop,BR,top_banner,10460,8174,7061,96,8.57,0.781453,0.863837,0.013596,0.819312,1.213709,1.8343112857142856,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.8193; previous 7-day average is 1.8343.
2026-03-29,home,desktop,MX,top_banner,4425,3883,3509,34,4.55,0.877514,0.903683,0.009689,1.028249,1.296666,2.1261388571428568,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.0282; previous 7-day average is 2.1261.
2026-03-29,home,desktop,US,video_preroll,2157,1920,1714,12,3.96,0.890125,0.892708,0.007001,1.835883,2.310385,4.378071714285714,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.8359; previous 7-day average is 4.3781.
2026-03-29,home,mobile,AR,sidebar_rectangle,3583,3249,2622,39,6.61,0.906782,0.807018,0.014874,1.844823,2.520976,2.4915062857142862,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.8448; previous 7-day average is 2.4915.
2026-03-29,home,mobile,AR,top_banner,6174,5639,4313,125,6.78,0.913346,0.764852,0.028982,1.098154,1.571992,1.9648835714285713,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.0982; previous 7-day average is 1.9649.
2026-03-29,home,mobile,AR,video_preroll,1668,1360,1275,5,2.3,0.815348,0.9375,0.003922,1.378897,1.803922,3.775967,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.3789; previous 7-day average is 3.7760.
2026-03-29,home,mobile,BR,in_article,11353,9191,7639,150,5.42,0.809566,0.831139,0.019636,0.477407,0.709517,1.2836601428571426,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.4774; previous 7-day average is 1.2837.
2026-03-29,home,mobile,BR,sidebar_rectangle,8911,7356,5733,129,7.72,0.825497,0.779364,0.022501,0.866345,1.34659,1.9723467142857143,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.8663; previous 7-day average is 1.9723.
2026-03-29,home,mobile,BR,video_preroll,4119,3407,2713,43,10.0,0.827143,0.796302,0.01585,2.427774,3.685957,4.005054857142857,rpm_drop_gt_25pct_vs_7d_avg,rpm is 2.4278; previous 7-day average is 4.0051.
2026-03-29,home,mobile,MX,top_banner,6715,5990,5724,62,3.99,0.892033,0.955593,0.010832,0.594192,0.697065,1.9884141428571431,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.5942; previous 7-day average is 1.9884.
2026-03-29,home,mobile,US,top_banner,9555,7845,6915,109,8.94,0.821036,0.881453,0.015763,0.935636,1.292842,2.6352084285714286,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.9356; previous 7-day average is 2.6352.
2026-03-29,home,tablet,AR,sidebar_rectangle,754,690,609,7,1.02,0.915119,0.882609,0.011494,1.352785,1.674877,1.8098272857142859,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.3528; previous 7-day average is 1.8098.
2026-03-29,home,tablet,BR,sidebar_rectangle,2327,1971,1498,6,1.76,0.847013,0.76002,0.004005,0.756339,1.1749,2.163830142857143,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.7563; previous 7-day average is 2.1638.
2026-03-29,home,tablet,MX,sidebar_rectangle,867,836,726,22,0.79,0.964245,0.868421,0.030303,0.911188,1.088154,1.7056775714285717,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.9112; previous 7-day average is 1.7057.
2026-03-29,home,tablet,MX,video_preroll,558,487,370,2,0.8,0.87276,0.759754,0.005405,1.433692,2.162162,3.1774030000000004,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.4337; previous 7-day average is 3.1774.
2026-03-29,home,tablet,US,sidebar_rectangle,1663,1466,1311,30,2.24,0.881539,0.89427,0.022883,1.346963,1.708619,3.5246144285714287,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.3470; previous 7-day average is 3.5246.
2026-03-29,news,desktop,AR,in_article,2075,1629,1305,9,3.32,0.78506,0.801105,0.006897,1.6,2.544061,2.561172285714286,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.6000; previous 7-day average is 2.5612.
2026-03-29,news,desktop,AR,video_preroll,755,727,584,6,1.64,0.962914,0.803301,0.010274,2.172185,2.808219,3.172054,rpm_drop_gt_25pct_vs_7d_avg,rpm is 2.1722; previous 7-day average is 3.1721.
2026-03-29,news,desktop,BR,sidebar_rectangle,4271,3699,3552,70,3.59,0.866074,0.96026,0.019707,0.840553,1.010698,2.342780857142857,rpm_drop_gt_25pct_vs_7d_avg,rpm is 0.8406; previous 7-day average is 2.3428.
2026-03-29,news,desktop,MX,video_preroll,938,773,676,8,2.28,0.824094,0.874515,0.011834,2.430704,3.372781,4.4925371428571435,rpm_drop_gt_25pct_vs_7d_avg,rpm is 2.4307; previous 7-day average is 4.4925.
2026-03-29,news,desktop,US,sidebar_rectangle,2838,2504,2412,39,4.28,0.882311,0.963259,0.016169,1.508104,1.774461,2.771797857142857,rpm_drop_gt_25pct_vs_7d_avg,rpm is 1.5081; previous 7-day average is 2.7718.
2026-03-29,news,desktop,US,top_banner,4971,4191,3193,14,10.13,0.84309,0.761871,0.004385,2.037819,3.172565,3.195884,rpm_drop_gt_25pct_vs_7d_avg,rpm is 2.0378; previous 7-day average is 3.1959.
