date,site_section,device,country,ad_unit,ad_requests,matched_requests,impressions,clicks,estimated_revenue,match_rate,fill_rate,ctr,rpm,ecpm
2026-03-19,technology,mobile,AR,top_banner,2528,2267,1751,24,6.55,0.896756,0.772386,0.013706,2.590981,3.74072
2026-03-19,technology,mobile,AR,video_preroll,734,598,538,10,0.85,0.814714,0.899666,0.018587,1.158038,1.579926
2026-03-19,technology,mobile,BR,in_article,6016,5636,4607,65,15.15,0.936835,0.817424,0.014109,2.518285,3.288474
2026-03-19,technology,mobile,BR,sidebar_rectangle,3996,3716,3429,35,5.8,0.92993,0.922766,0.010207,1.451451,1.691455
2026-03-19,technology,mobile,BR,top_banner,7495,7001,5894,133,23.15,0.934089,0.84188,0.022565,3.088726,3.927723
2026-03-19,technology,mobile,BR,video_preroll,2266,2005,1856,25,13.29,0.884819,0.925686,0.01347,5.86496,7.16056
2026-03-19,technology,mobile,MX,in_article,2496,2040,1745,33,3.73,0.817308,0.855392,0.018911,1.494391,2.137536
2026-03-19,technology,mobile,MX,sidebar_rectangle,1731,1405,1306,33,2.96,0.81167,0.929537,0.025268,1.709994,2.266462
2026-03-19,technology,mobile,MX,top_banner,3011,2794,2522,16,7.14,0.927931,0.902649,0.006344,2.371305,2.831086
2026-03-19,technology,mobile,MX,video_preroll,914,739,593,7,1.56,0.808534,0.802436,0.011804,1.706783,2.630691
2026-03-19,technology,mobile,US,in_article,3077,2589,2133,48,14.05,0.841404,0.82387,0.022504,4.566136,6.586967
2026-03-19,technology,mobile,US,sidebar_rectangle,2697,2462,2156,33,11.19,0.912866,0.875711,0.015306,4.149055,5.190167
2026-03-19,technology,mobile,US,top_banner,4560,3783,3611,44,12.52,0.829605,0.954533,0.012185,2.745614,3.467184
2026-03-19,technology,mobile,US,video_preroll,1524,1419,1310,26,13.04,0.931102,0.923185,0.019847,8.55643,9.954198
2026-03-19,technology,tablet,AR,in_article,572,453,372,3,1.53,0.791958,0.821192,0.008065,2.674825,4.112903
2026-03-19,technology,tablet,AR,sidebar_rectangle,427,339,295,3,0.23,0.793911,0.870206,0.010169,0.538642,0.779661
2026-03-19,technology,tablet,AR,top_banner,746,685,555,14,1.88,0.918231,0.810219,0.025225,2.520107,3.387387
2026-03-19,technology,tablet,AR,video_preroll,237,190,153,1,0.58,0.801688,0.805263,0.006536,2.447257,3.79085
2026-03-19,technology,tablet,BR,in_article,1486,1218,1028,16,1.0,0.81965,0.844007,0.015564,0.672948,0.972763
2026-03-19,technology,tablet,BR,sidebar_rectangle,1126,969,786,21,2.64,0.860568,0.811146,0.026718,2.344583,3.358779
2026-03-19,technology,tablet,BR,top_banner,2075,1686,1379,41,5.85,0.81253,0.817912,0.029732,2.819277,4.242204
2026-03-19,technology,tablet,BR,video_preroll,579,499,470,2,3.25,0.861831,0.941884,0.004255,5.613126,6.914894
2026-03-19,technology,tablet,MX,in_article,703,563,428,11,1.11,0.800853,0.760213,0.025701,1.578947,2.593458
2026-03-19,technology,tablet,MX,sidebar_rectangle,447,394,318,7,1.01,0.881432,0.807107,0.022013,2.259508,3.176101
2026-03-19,technology,tablet,MX,top_banner,765,663,539,14,1.53,0.866667,0.812971,0.025974,2.0,2.83859
2026-03-19,technology,tablet,MX,video_preroll,243,221,178,1,0.24,0.909465,0.80543,0.005618,0.987654,1.348315
2026-03-19,technology,tablet,US,in_article,1154,1028,785,20,1.24,0.890815,0.763619,0.025478,1.074523,1.579618
2026-03-19,technology,tablet,US,sidebar_rectangle,732,617,571,15,2.05,0.842896,0.925446,0.02627,2.800546,3.590193
2026-03-19,technology,tablet,US,top_banner,1342,1282,1013,27,1.12,0.955291,0.790172,0.026654,0.834575,1.105627
2026-03-19,technology,tablet,US,video_preroll,386,368,335,2,2.17,0.953368,0.910326,0.00597,5.621762,6.477612
2026-03-20,home,desktop,AR,in_article,2974,2729,2442,27,3.23,0.917619,0.894833,0.011057,1.086079,1.322686
2026-03-20,home,desktop,AR,sidebar_rectangle,1980,1848,1697,46,2.15,0.933333,0.91829,0.027107,1.085859,1.266942
2026-03-20,home,desktop,AR,top_banner,4080,3679,3595,29,8.19,0.901716,0.977168,0.008067,2.007353,2.278164
2026-03-20,home,desktop,AR,video_preroll,1134,1050,835,4,3.05,0.925926,0.795238,0.00479,2.689594,3.652695
2026-03-20,home,desktop,BR,in_article,8372,7771,6638,146,8.76,0.928213,0.854202,0.021995,1.046345,1.319675
2026-03-20,home,desktop,BR,sidebar_rectangle,5788,5384,4810,124,11.95,0.9302,0.893388,0.02578,2.064616,2.484407
2026-03-20,home,desktop,BR,top_banner,13313,12208,10175,180,30.05,0.916998,0.83347,0.01769,2.257192,2.953317
2026-03-20,home,desktop,BR,video_preroll,3181,2929,2286,46,16.72,0.92078,0.780471,0.020122,5.256209,7.314086
2026-03-20,home,desktop,MX,in_article,3393,2750,2578,62,7.6,0.810492,0.937455,0.02405,2.239906,2.948022
2026-03-20,home,desktop,MX,sidebar_rectangle,2545,2400,2000,26,4.36,0.943026,0.833333,0.013,1.713163,2.18
2026-03-20,home,desktop,MX,top_banner,4977,3907,3738,87,3.95,0.785011,0.956744,0.023274,0.793651,1.056715
2026-03-20,home,desktop,MX,video_preroll,1383,1224,1077,18,2.5,0.885033,0.879902,0.016713,1.807664,2.321263
2026-03-20,home,desktop,US,in_article,5987,5636,4532,129,18.25,0.941373,0.804116,0.028464,3.048271,4.02692
2026-03-20,home,desktop,US,sidebar_rectangle,4174,3646,3258,97,10.89,0.873503,0.893582,0.029773,2.609008,3.342541
2026-03-20,home,desktop,US,top_banner,7370,6986,6094,109,34.03,0.947897,0.872316,0.017886,4.617368,5.584181
2026-03-20,home,desktop,US,video_preroll,1804,1438,1279,17,10.29,0.797118,0.88943,0.013292,5.703991,8.045348
2026-03-20,home,mobile,AR,in_article,4396,3490,2966,56,12.24,0.793904,0.849857,0.018881,2.784349,4.12677
2026-03-20,home,mobile,AR,sidebar_rectangle,2743,2248,2120,25,8.7,0.819541,0.94306,0.011792,3.17171,4.103774
2026-03-20,home,mobile,AR,top_banner,5889,5351,4539,49,14.65,0.908643,0.848253,0.010795,2.487689,3.227583
2026-03-20,home,mobile,AR,video_preroll,1520,1448,1380,25,1.97,0.952632,0.953039,0.018116,1.296053,1.427536
2026-03-20,home,mobile,BR,in_article,13608,10789,9590,90,19.2,0.792842,0.888868,0.009385,1.410935,2.002086
2026-03-20,home,mobile,BR,sidebar_rectangle,9412,8700,8483,151,13.36,0.924352,0.975057,0.0178,1.419465,1.574915
2026-03-20,home,mobile,BR,top_banner,13798,12126,10202,183,21.98,0.878823,0.841333,0.017938,1.592984,2.15448
2026-03-20,home,mobile,BR,video_preroll,4766,3918,3415,61,12.93,0.822073,0.871618,0.017862,2.712967,3.786237
2026-03-20,home,mobile,MX,in_article,5068,4496,3901,120,4.17,0.887135,0.86766,0.030761,0.82281,1.068957
2026-03-20,home,mobile,MX,sidebar_rectangle,3640,2927,2696,51,4.32,0.804121,0.92108,0.018917,1.186813,1.602374
2026-03-20,home,mobile,MX,top_banner,6937,6520,5078,62,13.02,0.939888,0.778834,0.01221,1.876892,2.564002
2026-03-20,home,mobile,MX,video_preroll,1892,1791,1547,4,2.38,0.946617,0.863763,0.002586,1.257928,1.538462
2026-03-20,home,mobile,US,in_article,8043,7044,5933,39,12.5,0.875793,0.842277,0.006573,1.554146,2.10686
2026-03-20,home,mobile,US,sidebar_rectangle,6889,5947,5564,70,34.8,0.86326,0.935598,0.012581,5.051531,6.254493
2026-03-20,home,mobile,US,top_banner,12059,9679,7475,236,14.99,0.802637,0.772291,0.031572,1.243055,2.005351
2026-03-20,home,mobile,US,video_preroll,3186,2685,2601,46,13.0,0.84275,0.968715,0.017686,4.080352,4.998078
2026-03-20,home,tablet,AR,in_article,1467,1371,1150,34,1.24,0.93456,0.838804,0.029565,0.845262,1.078261
2026-03-20,home,tablet,AR,sidebar_rectangle,781,723,684,19,0.69,0.925736,0.946058,0.027778,0.883483,1.008772
2026-03-20,home,tablet,AR,top_banner,1832,1680,1639,38,1.61,0.917031,0.975595,0.023185,0.878821,0.982306
2026-03-20,home,tablet,AR,video_preroll,458,413,397,2,2.01,0.901747,0.961259,0.005038,4.388646,5.062972
2026-03-20,home,tablet,BR,in_article,3804,3374,2958,53,2.11,0.886961,0.876704,0.017918,0.554679,0.71332
2026-03-20,home,tablet,BR,sidebar_rectangle,2439,2139,2081,32,4.89,0.876999,0.972885,0.015377,2.00492,2.349832
2026-03-20,home,tablet,BR,top_banner,4970,3951,3274,93,2.79,0.79497,0.828651,0.028406,0.561368,0.852169
2026-03-20,home,tablet,BR,video_preroll,1366,1267,1177,13,8.23,0.927526,0.928966,0.011045,6.02489,6.992353
2026-03-20,home,tablet,MX,in_article,1439,1294,990,25,3.26,0.899236,0.76507,0.025253,2.265462,3.292929
2026-03-20,home,tablet,MX,sidebar_rectangle,1238,1002,894,23,2.24,0.80937,0.892216,0.025727,1.80937,2.505593
2026-03-20,home,tablet,MX,top_banner,1787,1561,1233,13,2.88,0.873531,0.789878,0.010543,1.61164,2.335766
2026-03-20,home,tablet,MX,video_preroll,546,436,389,4,2.8,0.798535,0.892202,0.010283,5.128205,7.197943
2026-03-20,home,tablet,US,in_article,2559,2281,1844,47,5.17,0.891364,0.808417,0.025488,2.02032,2.803688
2026-03-20,home,tablet,US,sidebar_rectangle,1848,1471,1379,42,2.11,0.795996,0.937458,0.030457,1.141775,1.530094
2026-03-20,home,tablet,US,top_banner,3306,2991,2791,42,17.66,0.904719,0.933133,0.015048,5.341803,6.327481
2026-03-20,home,tablet,US,video_preroll,746,703,551,3,3.17,0.942359,0.783784,0.005445,4.24933,5.753176
2026-03-20,news,desktop,AR,in_article,2361,1907,1487,44,5.9,0.807709,0.779759,0.02959,2.498941,3.96772
2026-03-20,news,desktop,AR,sidebar_rectangle,1661,1428,1352,25,1.45,0.859723,0.946779,0.018491,0.872968,1.072485
2026-03-20,news,desktop,AR,top_banner,2890,2265,1958,43,3.66,0.783737,0.864459,0.021961,1.266436,1.869254
2026-03-20,news,desktop,AR,video_preroll,766,616,573,7,1.78,0.804178,0.930195,0.012216,2.32376,3.106457
2026-03-20,news,desktop,BR,in_article,7239,6778,5308,70,17.57,0.936317,0.783122,0.013188,2.427131,3.310098
2026-03-20,news,desktop,BR,sidebar_rectangle,4337,3877,3531,78,13.41,0.893936,0.910756,0.02209,3.091999,3.797791
2026-03-20,news,desktop,BR,top_banner,8461,6843,5390,122,15.51,0.80877,0.787666,0.022635,1.833117,2.877551
2026-03-20,news,desktop,BR,video_preroll,2162,1851,1718,12,10.47,0.856152,0.928147,0.006985,4.842738,6.094296
2026-03-20,news,desktop,MX,in_article,3077,2632,2501,35,5.58,0.855379,0.950228,0.013994,1.813455,2.231108
2026-03-20,news,desktop,MX,sidebar_rectangle,1864,1663,1605,27,3.81,0.892167,0.965123,0.016822,2.043991,2.373832
2026-03-20,news,desktop,MX,top_banner,3817,3454,2937,58,11.27,0.904899,0.850318,0.019748,2.952581,3.837249
2026-03-20,news,desktop,MX,video_preroll,1055,862,757,4,3.11,0.817062,0.87819,0.005284,2.947867,4.108322
2026-03-20,news,desktop,US,in_article,4831,4513,4419,75,6.57,0.934175,0.979171,0.016972,1.359967,1.486762
2026-03-20,news,desktop,US,sidebar_rectangle,3142,2743,2128,60,8.54,0.873011,0.775793,0.028195,2.718014,4.013158
2026-03-20,news,desktop,US,top_banner,5675,4944,4561,98,6.78,0.871189,0.922532,0.021487,1.194714,1.486516
2026-03-20,news,desktop,US,video_preroll,1461,1249,957,11,6.31,0.854894,0.766213,0.011494,4.31896,6.593521
2026-03-20,news,mobile,AR,in_article,2970,2492,1905,11,2.58,0.839057,0.764446,0.005774,0.868687,1.354331
2026-03-20,news,mobile,AR,sidebar_rectangle,2220,2130,1885,28,4.84,0.959459,0.884977,0.014854,2.18018,2.567639
2026-03-20,news,mobile,AR,top_banner,4144,3495,2945,16,2.34,0.843388,0.842632,0.005433,0.564672,0.794567
2026-03-20,news,mobile,AR,video_preroll,1024,935,910,4,1.96,0.913086,0.973262,0.004396,1.914062,2.153846
2026-03-20,news,mobile,BR,in_article,10188,9450,7718,85,21.58,0.927562,0.81672,0.011013,2.118178,2.796061
2026-03-20,news,mobile,BR,sidebar_rectangle,6769,6206,5508,48,21.9,0.916827,0.887528,0.008715,3.235338,3.976035
2026-03-20,news,mobile,BR,top_banner,12199,11247,8863,283,8.7,0.921961,0.788032,0.03193,0.713173,0.981609
2026-03-20,news,mobile,BR,video_preroll,3673,3259,3136,60,7.08,0.887286,0.962258,0.019133,1.92758,2.257653
2026-03-20,news,mobile,MX,in_article,4034,3873,3333,105,11.58,0.960089,0.860573,0.031503,2.8706,3.474347
2026-03-20,news,mobile,MX,sidebar_rectangle,2688,2317,2190,55,6.04,0.861979,0.945188,0.025114,2.247024,2.757991
2026-03-20,news,mobile,MX,top_banner,5443,5040,4687,56,17.99,0.92596,0.92996,0.011948,3.305163,3.838276
2026-03-20,news,mobile,MX,video_preroll,1695,1402,1263,10,5.22,0.827139,0.900856,0.007918,3.079646,4.133017
2026-03-20,news,mobile,US,in_article,6206,5325,4856,126,14.91,0.858041,0.911925,0.025947,2.402514,3.070428
2026-03-20,news,mobile,US,sidebar_rectangle,3771,3194,2870,72,16.98,0.84699,0.89856,0.025087,4.502784,5.916376
2026-03-20,news,mobile,US,top_banner,9007,8055,6719,164,26.36,0.894304,0.83414,0.024408,2.926613,3.923203
2026-03-20,news,mobile,US,video_preroll,2121,1867,1780,13,13.23,0.880245,0.953401,0.007303,6.237624,7.432584
2026-03-20,news,tablet,AR,in_article,993,918,805,14,1.07,0.924471,0.876906,0.017391,1.077543,1.329193
2026-03-20,news,tablet,AR,sidebar_rectangle,776,707,669,5,2.39,0.911082,0.946252,0.007474,3.079897,3.572496
2026-03-20,news,tablet,AR,top_banner,1362,1126,912,18,1.98,0.826725,0.809947,0.019737,1.453744,2.171053
2026-03-20,news,tablet,AR,video_preroll,332,310,275,2,1.7,0.933735,0.887097,0.007273,5.120482,6.181818
2026-03-20,news,tablet,BR,in_article,2671,2227,1979,32,1.91,0.83377,0.888639,0.01617,0.715088,0.965134
2026-03-20,news,tablet,BR,sidebar_rectangle,2114,1989,1534,26,5.82,0.94087,0.771242,0.016949,2.753075,3.794003
2026-03-20,news,tablet,BR,top_banner,3393,2726,2516,72,6.45,0.803419,0.922964,0.028617,1.900973,2.563593
2026-03-20,news,tablet,BR,video_preroll,954,833,664,11,1.44,0.873166,0.797119,0.016566,1.509434,2.168675
2026-03-20,news,tablet,MX,in_article,1175,1100,953,26,0.99,0.93617,0.866364,0.027282,0.842553,1.038825
2026-03-20,news,tablet,MX,sidebar_rectangle,734,679,625,18,1.46,0.925068,0.920471,0.0288,1.989101,2.336
2026-03-20,news,tablet,MX,top_banner,1572,1466,1146,7,2.78,0.93257,0.781719,0.006108,1.768448,2.425829
2026-03-20,news,tablet,MX,video_preroll,418,365,342,6,1.48,0.873206,0.936986,0.017544,3.54067,4.327485
2026-03-20,news,tablet,US,in_article,1389,1339,1193,24,2.37,0.964003,0.890963,0.020117,1.706263,1.986588
2026-03-20,news,tablet,US,sidebar_rectangle,1268,1127,1035,10,3.84,0.888801,0.918367,0.009662,3.028391,3.710145
2026-03-20,news,tablet,US,top_banner,2336,1877,1616,34,9.09,0.80351,0.860948,0.02104,3.891267,5.625
2026-03-20,news,tablet,US,video_preroll,620,535,432,2,2.17,0.862903,0.807477,0.00463,3.5,5.023148
2026-03-20,sports,desktop,AR,in_article,2041,1928,1616,15,5.07,0.944635,0.838174,0.009282,2.484076,3.137376
2026-03-20,sports,desktop,AR,sidebar_rectangle,1329,1248,1155,14,2.82,0.939052,0.925481,0.012121,2.121896,2.441558
2026-03-20,sports,desktop,AR,top_banner,2852,2721,2166,33,8.84,0.954067,0.796031,0.015235,3.099579,4.081256
2026-03-20,sports,desktop,AR,video_preroll,723,692,579,9,1.41,0.957123,0.836705,0.015544,1.950207,2.435233
2026-03-20,sports,desktop,BR,in_article,5940,5458,5085,42,7.27,0.918855,0.93166,0.00826,1.223906,1.429695
2026-03-20,sports,desktop,BR,sidebar_rectangle,4122,3306,2874,55,5.38,0.802038,0.869328,0.019137,1.305192,1.871955
2026-03-20,sports,desktop,BR,top_banner,7629,7159,6559,52,11.9,0.938393,0.916189,0.007928,1.559837,1.814301
2026-03-20,sports,desktop,BR,video_preroll,2141,1692,1575,22,7.02,0.790285,0.930851,0.013968,3.278842,4.457143
2026-03-20,sports,desktop,MX,in_article,2673,2586,2278,52,7.53,0.967452,0.880897,0.022827,2.817059,3.305531
2026-03-20,sports,desktop,MX,sidebar_rectangle,1627,1276,1005,10,1.64,0.784266,0.787618,0.00995,1.00799,1.631841
2026-03-20,sports,desktop,MX,top_banner,3226,2865,2717,55,11.34,0.888097,0.948342,0.020243,3.515189,4.173721
2026-03-20,sports,desktop,MX,video_preroll,886,812,642,6,1.76,0.916479,0.79064,0.009346,1.986456,2.741433
2026-03-20,sports,desktop,US,in_article,3533,3127,2492,38,4.57,0.885083,0.79693,0.015249,1.293518,1.833868
2026-03-20,sports,desktop,US,sidebar_rectangle,2679,2120,1614,38,5.71,0.79134,0.761321,0.023544,2.131392,3.537794
2026-03-20,sports,desktop,US,top_banner,5042,4126,3862,35,25.24,0.818326,0.936016,0.009063,5.00595,6.535474
2026-03-20,sports,desktop,US,video_preroll,1261,1208,1094,8,6.8,0.95797,0.905629,0.007313,5.392546,6.215722
2026-03-20,sports,mobile,AR,in_article,2898,2505,2194,56,7.77,0.864389,0.875848,0.025524,2.681159,3.541477
2026-03-20,sports,mobile,AR,sidebar_rectangle,1766,1448,1246,33,5.03,0.819932,0.860497,0.026485,2.848245,4.036918
2026-03-20,sports,mobile,AR,top_banner,4125,3217,2765,68,6.15,0.779879,0.859496,0.024593,1.490909,2.224231
2026-03-20,sports,mobile,AR,video_preroll,991,865,802,16,3.15,0.872856,0.927168,0.01995,3.178607,3.927681
2026-03-20,sports,mobile,BR,in_article,7993,6858,5641,174,8.58,0.858001,0.822543,0.030846,1.073439,1.521007
2026-03-20,sports,mobile,BR,sidebar_rectangle,5608,5279,5120,118,10.84,0.941334,0.969881,0.023047,1.932953,2.117188
2026-03-20,sports,mobile,BR,top_banner,11078,9107,7727,129,19.08,0.82208,0.848468,0.016695,1.722333,2.469264
2026-03-20,sports,mobile,BR,video_preroll,2779,2606,2488,11,16.91,0.937747,0.95472,0.004421,6.084923,6.796624
2026-03-20,sports,mobile,MX,in_article,3169,3036,2474,15,8.48,0.958031,0.814888,0.006063,2.675923,3.427648
2026-03-20,sports,mobile,MX,sidebar_rectangle,2465,2089,1735,54,4.7,0.847465,0.830541,0.031124,1.906694,2.708934
2026-03-20,sports,mobile,MX,top_banner,4126,3923,3400,58,12.13,0.9508,0.866684,0.017059,2.939893,3.567647
2026-03-20,sports,mobile,MX,video_preroll,1111,939,799,5,3.16,0.845185,0.850905,0.006258,2.844284,3.954944
2026-03-20,sports,mobile,US,in_article,5055,4630,3520,92,13.01,0.915925,0.760259,0.026136,2.573689,3.696023
2026-03-20,sports,mobile,US,sidebar_rectangle,3567,3135,2926,63,11.45,0.87889,0.933333,0.021531,3.20998,3.913192
2026-03-20,sports,mobile,US,top_banner,7399,5816,4558,24,28.72,0.786052,0.7837,0.005265,3.881606,6.301009
2026-03-20,sports,mobile,US,video_preroll,1728,1510,1444,4,12.15,0.873843,0.956291,0.00277,7.03125,8.414127
2026-03-20,sports,tablet,AR,in_article,706,621,528,9,0.71,0.879603,0.850242,0.017045,1.005666,1.344697
2026-03-20,sports,tablet,AR,sidebar_rectangle,526,508,446,6,1.56,0.965779,0.877953,0.013453,2.965779,3.497758
2026-03-20,sports,tablet,AR,top_banner,1054,829,657,2,1.74,0.786528,0.792521,0.003044,1.650854,2.648402
2026-03-20,sports,tablet,AR,video_preroll,272,228,220,1,0.42,0.838235,0.964912,0.004545,1.544118,1.909091
2026-03-20,sports,tablet,BR,in_article,2000,1691,1560,42,2.96,0.8455,0.922531,0.026923,1.48,1.897436
2026-03-20,sports,tablet,BR,sidebar_rectangle,1393,1321,1184,19,4.52,0.948313,0.896291,0.016047,3.244795,3.817568
2026-03-20,sports,tablet,BR,top_banner,2900,2640,2095,51,6.82,0.910345,0.793561,0.024344,2.351724,3.25537
2026-03-20,sports,tablet,BR,video_preroll,820,765,664,2,4.96,0.932927,0.867974,0.003012,6.04878,7.46988
2026-03-20,sports,tablet,MX,in_article,963,800,750,22,1.94,0.830737,0.9375,0.029333,2.014538,2.586667
2026-03-20,sports,tablet,MX,sidebar_rectangle,657,556,449,8,1.4,0.846271,0.807554,0.017817,2.130898,3.11804
2026-03-20,sports,tablet,MX,top_banner,1162,1015,890,10,3.66,0.873494,0.876847,0.011236,3.149742,4.11236
2026-03-20,sports,tablet,MX,video_preroll,353,311,288,2,0.7,0.88102,0.926045,0.006944,1.983003,2.430556
2026-03-20,sports,tablet,US,in_article,1499,1222,1131,33,2.5,0.81521,0.925532,0.029178,1.667779,2.210433
2026-03-20,sports,tablet,US,sidebar_rectangle,1183,957,827,18,0.92,0.80896,0.864159,0.021765,0.777684,1.112455
2026-03-20,sports,tablet,US,top_banner,1978,1623,1563,47,8.56,0.820526,0.963031,0.03007,4.327604,5.476647
2026-03-20,sports,tablet,US,video_preroll,546,492,423,7,1.34,0.901099,0.859756,0.016548,2.454212,3.167849
2026-03-20,technology,desktop,AR,in_article,1663,1321,1273,27,1.59,0.794348,0.963664,0.02121,0.956103,1.249018
2026-03-20,technology,desktop,AR,sidebar_rectangle,1170,1027,793,20,2.77,0.877778,0.772152,0.025221,2.367521,3.493064
2026-03-20,technology,desktop,AR,top_banner,2174,1813,1766,52,1.86,0.833947,0.974076,0.029445,0.855566,1.053228
2026-03-20,technology,desktop,AR,video_preroll,633,581,446,3,2.47,0.917852,0.767642,0.006726,3.902054,5.538117
2026-03-20,technology,desktop,BR,in_article,4389,3694,3047,13,11.29,0.84165,0.824851,0.004266,2.57234,3.705284
2026-03-20,technology,desktop,BR,sidebar_rectangle,3250,2741,2234,55,8.95,0.843385,0.815031,0.02462,2.753846,4.006267
2026-03-20,technology,desktop,BR,top_banner,6518,5816,5564,93,22.25,0.892298,0.956671,0.016715,3.413624,3.998922
2026-03-20,technology,desktop,BR,video_preroll,1431,1203,1034,7,7.4,0.840671,0.859518,0.00677,5.171209,7.156673
2026-03-20,technology,desktop,MX,in_article,1715,1377,1298,16,2.8,0.802915,0.942629,0.012327,1.632653,2.157165
2026-03-20,technology,desktop,MX,sidebar_rectangle,1186,999,783,7,2.77,0.842327,0.783784,0.00894,2.335582,3.537676
2026-03-20,technology,desktop,MX,top_banner,2260,2124,1897,60,6.8,0.939823,0.893126,0.031629,3.00885,3.584607
2026-03-20,technology,desktop,MX,video_preroll,688,659,619,6,3.88,0.957849,0.939302,0.009693,5.639535,6.268174
2026-03-20,technology,desktop,US,in_article,3135,2621,2211,20,11.44,0.836045,0.843571,0.009046,3.649123,5.174129
2026-03-20,technology,desktop,US,sidebar_rectangle,1747,1656,1578,13,3.52,0.947911,0.952899,0.008238,2.014883,2.230672
2026-03-20,technology,desktop,US,top_banner,3987,3830,3596,86,19.15,0.960622,0.938903,0.023915,4.80311,5.325362
2026-03-20,technology,desktop,US,video_preroll,1068,857,781,12,7.07,0.802434,0.911319,0.015365,6.61985,9.052497
2026-03-20,technology,mobile,AR,in_article,2264,1792,1724,53,5.1,0.791519,0.962054,0.030742,2.25265,2.958237
2026-03-20,technology,mobile,AR,sidebar_rectangle,1658,1409,1165,30,3.01,0.849819,0.826828,0.025751,1.81544,2.583691
2026-03-20,technology,mobile,AR,top_banner,3004,2382,1934,50,4.49,0.792943,0.811923,0.025853,1.494674,2.321613
2026-03-20,technology,mobile,AR,video_preroll,842,714,679,7,2.63,0.847981,0.95098,0.010309,3.123515,3.873343
2026-03-20,technology,mobile,BR,in_article,6309,6057,4907,22,13.22,0.960057,0.810137,0.004483,2.095419,2.69411
2026-03-20,technology,mobile,BR,sidebar_rectangle,4381,3940,3193,51,4.14,0.899338,0.810406,0.015972,0.94499,1.296586
2026-03-20,technology,mobile,BR,top_banner,8821,7864,7009,60,22.75,0.891509,0.891277,0.00856,2.579073,3.245827
2026-03-20,technology,mobile,BR,video_preroll,2444,1969,1642,10,10.6,0.805646,0.833926,0.00609,4.337152,6.455542
2026-03-20,technology,mobile,MX,in_article,2552,2155,1790,8,5.49,0.844436,0.830626,0.004469,2.151254,3.067039
2026-03-20,technology,mobile,MX,sidebar_rectangle,2084,1890,1827,31,6.99,0.90691,0.966667,0.016968,3.354127,3.825944
2026-03-20,technology,mobile,MX,top_banner,3569,3012,2603,48,5.63,0.843934,0.86421,0.01844,1.577473,2.162889
2026-03-20,technology,mobile,MX,video_preroll,942,820,737,4,1.9,0.870488,0.89878,0.005427,2.016985,2.578019
2026-03-20,technology,mobile,US,in_article,4641,3972,3867,101,5.58,0.85585,0.973565,0.026118,1.202327,1.442979
2026-03-20,technology,mobile,US,sidebar_rectangle,3130,2457,1942,36,2.79,0.784984,0.790395,0.018538,0.891374,1.436663
2026-03-20,technology,mobile,US,top_banner,5059,4106,3195,15,7.26,0.811623,0.77813,0.004695,1.435066,2.2723
2026-03-20,technology,mobile,US,video_preroll,1713,1374,1246,3,14.39,0.802102,0.906841,0.002408,8.400467,11.548957
2026-03-20,technology,tablet,AR,in_article,677,601,553,5,2.18,0.88774,0.920133,0.009042,3.220089,3.942134
2026-03-20,technology,tablet,AR,sidebar_rectangle,495,412,354,3,1.08,0.832323,0.859223,0.008475,2.181818,3.050847
2026-03-20,technology,tablet,AR,top_banner,754,703,555,4,1.53,0.932361,0.789474,0.007207,2.029178,2.756757
2026-03-20,technology,tablet,AR,video_preroll,240,196,149,0,0.17,0.816667,0.760204,0.0,0.708333,1.14094
2026-03-20,technology,tablet,BR,in_article,2040,1935,1838,11,4.28,0.948529,0.949871,0.005985,2.098039,2.328618
2026-03-20,technology,tablet,BR,sidebar_rectangle,1175,935,770,16,2.7,0.795745,0.823529,0.020779,2.297872,3.506494
2026-03-20,technology,tablet,BR,top_banner,2555,2211,2133,57,5.67,0.865362,0.964722,0.026723,2.219178,2.658228
2026-03-20,technology,tablet,BR,video_preroll,642,552,470,2,1.14,0.859813,0.851449,0.004255,1.775701,2.425532
2026-03-20,technology,tablet,MX,in_article,787,701,552,13,0.93,0.890724,0.787447,0.023551,1.181703,1.684783
2026-03-20,technology,tablet,MX,sidebar_rectangle,508,458,442,14,0.86,0.901575,0.965066,0.031674,1.692913,1.945701
2026-03-20,technology,tablet,MX,top_banner,1114,869,705,5,2.17,0.780072,0.811277,0.007092,1.947935,3.078014
2026-03-20,technology,tablet,MX,video_preroll,267,239,229,0,0.32,0.895131,0.958159,0.0,1.198502,1.39738
2026-03-20,technology,tablet,US,in_article,1243,1175,1134,12,6.91,0.945294,0.965106,0.010582,5.559131,6.093474
2026-03-20,technology,tablet,US,sidebar_rectangle,834,778,593,11,3.0,0.932854,0.762211,0.01855,3.597122,5.059022
2026-03-20,technology,tablet,US,top_banner,1697,1638,1290,32,3.59,0.965233,0.787546,0.024806,2.115498,2.782946
2026-03-20,technology,tablet,US,video_preroll,476,447,369,6,1.87,0.939076,0.825503,0.01626,3.928571,5.067751
2026-03-21,home,desktop,AR,in_article,2746,2612,2025,55,3.07,0.951202,0.775268,0.02716,1.11799,1.516049
2026-03-21,home,desktop,AR,sidebar_rectangle,1799,1649,1587,45,5.04,0.91662,0.962401,0.028355,2.801556,3.175803
2026-03-21,home,desktop,AR,top_banner,3927,3326,2769,28,6.17,0.846957,0.832532,0.010112,1.571174,2.228241
