date,site_section,device,country,ad_unit,ad_requests,matched_requests,impressions,clicks,estimated_revenue
2026-03-24,technology,mobile,AR,top_banner,2050,1955,1723,49.0,3.68
2026-03-24,technology,mobile,AR,in_article,2113,2031,1599,18.0,6.32
2026-03-24,technology,mobile,AR,sidebar_rectangle,1303,1083,1060,7.0,3.02
2026-03-24,technology,mobile,AR,video_preroll,633,588,504,1.0,3.34
2026-03-24,technology,desktop,BR,top_banner,4749,3918,3271,60.0,3.47
2026-03-24,technology,desktop,BR,in_article,3645,3481,2881,86.0,10.18
2026-03-24,technology,desktop,BR,sidebar_rectangle,2026,1953,1623,48.0,1.63
2026-03-24,technology,desktop,BR,video_preroll,1309,1158,911,14.0,3.87
2026-03-24,technology,desktop,US,top_banner,2567,2285,1804,17.0,3.64
2026-03-24,technology,desktop,US,in_article,2203,2041,1788,40.0,8.29
2026-03-24,technology,desktop,US,sidebar_rectangle,1592,1267,1117,12.0,6.57
2026-03-24,technology,desktop,US,video_preroll,860,764,651,10.0,7.4
2026-03-24,technology,desktop,MX,top_banner,1774,1398,1265,9.0,1.3
2026-03-24,technology,desktop,MX,in_article,1496,1196,942,15.0,2.15
2026-03-24,technology,desktop,MX,sidebar_rectangle,1054,877,743,17.0,2.7
2026-03-24,technology,desktop,MX,video_preroll,608,547,490,3.0,0.95
2026-03-24,technology,desktop,AR,top_banner,1626,1351,1121,22.0,1.38
2026-03-24,technology,desktop,AR,in_article,1352,1169,1114,28.0,2.0
2026-03-24,technology,desktop,AR,sidebar_rectangle,895,865,781,18.0,0.66
2026-03-24,technology,desktop,AR,video_preroll,455,380,359,6.0,0.86
2026-03-24,technology,tablet,BR,top_banner,1670,1579,1505,25.0,2.38
2026-03-24,technology,tablet,BR,in_article,1658,1380,1125,10.0,2.89
2026-03-24,technology,tablet,BR,sidebar_rectangle,901,800,774,14.0,3.19
2026-03-24,technology,tablet,BR,video_preroll,496,461,412,7.0,1.96
2026-03-24,technology,tablet,US,top_banner,1288,1231,1071,31.0,3.43
2026-03-24,technology,tablet,US,in_article,1058,979,880,14.0,5.2
2026-03-24,technology,tablet,US,sidebar_rectangle,659,515,469,2.0,1.73
2026-03-24,technology,tablet,US,video_preroll,348,287,279,1.0,2.63
2026-03-24,technology,tablet,MX,top_banner,781,638,616,5.0,1.54
2026-03-24,technology,tablet,MX,in_article,639,591,490,13.0,2.02
2026-03-24,technology,tablet,MX,sidebar_rectangle,464,419,352,4.0,0.82
2026-03-24,technology,tablet,MX,video_preroll,206,187,148,0.0,0.59
2026-03-24,technology,tablet,AR,top_banner,614,544,475,3.0,0.73
2026-03-24,technology,tablet,AR,in_article,490,437,360,8.0,1.05
2026-03-24,technology,tablet,AR,sidebar_rectangle,395,309,256,3.0,0.47
2026-03-24,technology,tablet,AR,video_preroll,190,154,126,2.0,0.9
2026-03-25,home,mobile,BR,top_banner,11779,10396,8021,213.0,22.38
2026-03-25,home,mobile,BR,in_article,11995,10045,8614,211.0,8.1
2026-03-25,home,mobile,BR,sidebar_rectangle,7161,5632,5237,51.0,20.44
2026-03-25,home,mobile,BR,video_preroll,3145,2726,2287,27.0,7.69
2026-03-25,home,mobile,US,top_banner,9701,7927,6626,177.0,15.76
2026-03-25,home,mobile,US,in_article,7522,7098,6435,31.0,26.63
2026-03-25,home,mobile,US,sidebar_rectangle,4464,3792,3117,40.0,10.5
2026-03-25,home,mobile,US,video_preroll,2291,1890,1705,19.0,7.33
2026-03-25,home,mobile,MX,top_banner,6229,5208,4106,39.0,7.05
2026-03-25,home,mobile,MX,in_article,4222,3346,3172,90.0,5.7
2026-03-25,home,mobile,MX,sidebar_rectangle,3050,2726,2578,30.0,7.34
2026-03-25,home,mobile,MX,video_preroll,1454,1136,1081,8.0,4.38
2026-03-25,home,mobile,AR,top_banner,4198,3973,3355,30.0,9.52
2026-03-25,home,mobile,AR,in_article,4183,3469,3149,97.0,10.6
2026-03-25,home,mobile,AR,sidebar_rectangle,2182,1831,1712,20.0,5.67
2026-03-25,home,mobile,AR,video_preroll,1514,1435,1203,23.0,4.58
2026-03-25,home,desktop,BR,top_banner,9597,7841,6874,87.0,4.78
2026-03-25,home,desktop,BR,in_article,6688,5435,5276,140.0,17.48
2026-03-25,home,desktop,BR,sidebar_rectangle,4383,3634,3021,29.0,7.97
2026-03-25,home,desktop,BR,video_preroll,2452,1999,1521,7.0,6.32
2026-03-25,home,desktop,US,top_banner,5678,4863,3814,26.0,19.01
2026-03-25,home,desktop,US,in_article,5146,4238,3497,90.0,13.39
2026-03-25,home,desktop,US,sidebar_rectangle,3346,2957,2857,14.0,5.4
2026-03-25,home,desktop,US,video_preroll,1664,1452,1139,21.0,9.82
2026-03-25,home,desktop,MX,top_banner,3685,3533,3083,85.0,10.18
2026-03-25,home,desktop,MX,in_article,2327,2105,2041,51.0,6.54
2026-03-25,home,desktop,MX,sidebar_rectangle,2333,2188,1850,39.0,5.72
2026-03-25,home,desktop,MX,video_preroll,1058,858,783,5.0,2.26
2026-03-25,home,desktop,AR,top_banner,3187,2861,2248,30.0,8.66
2026-03-25,home,desktop,AR,in_article,2673,2539,2204,19.0,7.45
2026-03-25,home,desktop,AR,sidebar_rectangle,1759,1695,1385,37.0,3.36
2026-03-25,home,desktop,AR,video_preroll,839,683,614,2.0,3.92
2026-03-25,home,tablet,BR,top_banner,3089,2660,2405,41.0,8.31
2026-03-25,home,tablet,BR,in_article,2717,2186,2033,32.0,5.7
2026-03-25,home,tablet,BR,sidebar_rectangle,1838,1581,1485,44.0,5.98
2026-03-25,home,tablet,BR,video_preroll,985,783,671,4.0,3.82
2026-03-25,home,tablet,US,top_banner,2555,2467,1980,10.0,11.31
2026-03-25,home,tablet,US,in_article,1989,1560,1373,42.0,3.43
2026-03-25,home,tablet,US,sidebar_rectangle,1257,1037,915,11.0,3.94
2026-03-25,home,tablet,US,video_preroll,636,608,551,8.0,3.69
2026-03-25,home,tablet,MX,top_banner,1609,1351,1176,11.0,1.33
2026-03-25,home,tablet,MX,in_article,1373,1104,895,16.0,3.13
2026-03-25,home,tablet,MX,sidebar_rectangle,785,730,557,17.0,1.4
2026-03-25,home,tablet,MX,video_preroll,429,387,334,3.0,1.19
2026-03-25,home,tablet,AR,top_banner,1465,1382,1203,32.0,1.43
2026-03-25,home,tablet,AR,in_article,1002,867,720,21.0,2.63
2026-03-25,home,tablet,AR,sidebar_rectangle,678,610,514,12.0,0.53
2026-03-25,home,tablet,AR,video_preroll,329,258,242,3.0,0.42
2026-03-25,news,mobile,BR,top_banner,9743,8436,6967,197.0,9.37
2026-03-25,news,mobile,BR,in_article,8116,6732,5304,59.0,19.87
2026-03-25,news,mobile,BR,sidebar_rectangle,5860,5588,4745,50.0,3.53
2026-03-25,news,mobile,BR,video_preroll,2443,1923,1463,19.0,3.27
2026-03-25,news,mobile,US,top_banner,6768,6016,5530,81.0,27.33
2026-03-25,news,mobile,US,in_article,5946,4748,3932,16.0,14.11
2026-03-25,news,mobile,US,sidebar_rectangle,4073,3784,3069,21.0,6.27
2026-03-25,news,mobile,US,video_preroll,2016,1692,1445,5.0,14.08
2026-03-25,news,mobile,MX,top_banner,4417,3518,3039,72.0,7.15
2026-03-25,news,mobile,MX,in_article,3446,3258,2845,86.0,10.16
2026-03-25,news,mobile,MX,sidebar_rectangle,2085,1931,1682,32.0,4.25
2026-03-25,news,mobile,MX,video_preroll,1256,1198,994,14.0,5.21
2026-03-25,news,mobile,AR,top_banner,3577,3093,2480,24.0,2.07
2026-03-25,news,mobile,AR,in_article,2982,2496,1953,55.0,3.81
2026-03-25,news,mobile,AR,sidebar_rectangle,1667,1540,1272,30.0,4.59
2026-03-25,news,mobile,AR,video_preroll,1050,914,759,7.0,3.74
2026-03-25,news,desktop,BR,top_banner,6251,5427,4716,22.0,5.84
2026-03-25,news,desktop,BR,in_article,5227,4079,3731,109.0,12.56
2026-03-25,news,desktop,BR,sidebar_rectangle,3954,3422,3090,71.0,12.88
2026-03-25,news,desktop,BR,video_preroll,2167,1793,1505,29.0,7.93
2026-03-25,news,desktop,US,top_banner,4717,4328,4208,75.0,26.54
2026-03-25,news,desktop,US,in_article,3418,3213,3105,58.0,16.0
2026-03-25,news,desktop,US,sidebar_rectangle,2266,2101,1949,49.0,6.62
2026-03-25,news,desktop,US,video_preroll,1187,1123,1010,10.0,10.49
2026-03-25,news,desktop,MX,top_banner,2752,2392,2123,49.0,6.64
2026-03-25,news,desktop,MX,in_article,2110,1763,1684,50.0,3.53
2026-03-25,news,desktop,MX,sidebar_rectangle,1464,1272,1013,24.0,0.83
2026-03-25,news,desktop,MX,video_preroll,985,944,824,6.0,3.53
2026-03-25,news,desktop,AR,top_banner,2172,1957,1637,24.0,4.3
2026-03-25,news,desktop,AR,in_article,1857,1773,1500,42.0,6.34
2026-03-25,news,desktop,AR,sidebar_rectangle,1383,1085,968,28.0,0.82
2026-03-25,news,desktop,AR,video_preroll,737,669,627,2.0,2.21
2026-03-25,news,tablet,BR,top_banner,3215,3097,2818,48.0,10.58
2026-03-25,news,tablet,BR,in_article,2063,1966,1597,7.0,3.5
2026-03-25,news,tablet,BR,sidebar_rectangle,1656,1554,1363,16.0,4.68
2026-03-25,news,tablet,BR,video_preroll,764,668,534,11.0,2.91
2026-03-25,news,tablet,US,top_banner,2188,2022,1760,7.0,8.32
2026-03-25,news,tablet,US,in_article,1239,1192,971,13.0,3.97
2026-03-25,news,tablet,US,sidebar_rectangle,987,892,831,20.0,5.05
2026-03-25,news,tablet,US,video_preroll,469,413,393,3.0,1.68
2026-03-25,news,tablet,MX,top_banner,1164,1071,975,11.0,1.09
2026-03-25,news,tablet,MX,in_article,969,845,678,17.0,2.76
2026-03-25,news,tablet,MX,sidebar_rectangle,614,578,565,13.0,1.52
2026-03-25,news,tablet,MX,video_preroll,344,305,260,0.0,1.39
2026-03-25,news,tablet,AR,top_banner,964,878,745,15.0,2.66
2026-03-25,news,tablet,AR,in_article,756,660,554,8.0,2.17
2026-03-25,news,tablet,AR,sidebar_rectangle,517,488,391,12.0,0.89
2026-03-25,news,tablet,AR,video_preroll,247,226,210,3.0,0.3
2026-03-25,sports,mobile,BR,top_banner,8582,7068,6457,149.0,11.1
2026-03-25,sports,mobile,BR,in_article,6855,5752,4805,72.0,16.0
2026-03-25,sports,mobile,BR,sidebar_rectangle,4597,4377,3992,81.0,6.01
2026-03-25,sports,mobile,BR,video_preroll,2283,2159,1879,14.0,6.83
2026-03-25,sports,mobile,US,top_banner,5649,4734,4339,58.0,24.25
2026-03-25,sports,mobile,US,in_article,4460,4011,3884,64.0,7.6
2026-03-25,sports,mobile,US,sidebar_rectangle,2840,2483,2314,64.0,11.53
2026-03-25,sports,mobile,US,video_preroll,1674,1391,1130,8.0,9.66
2026-03-25,sports,mobile,MX,top_banner,3453,2751,2682,34.0,3.89
2026-03-25,sports,mobile,MX,in_article,2436,1973,1515,19.0,2.83
2026-03-25,sports,mobile,MX,sidebar_rectangle,1794,1547,1426,35.0,4.98
2026-03-25,sports,mobile,MX,video_preroll,1027,898,703,2.0,1.67
2026-03-25,sports,mobile,AR,top_banner,3184,2830,2238,17.0,8.64
2026-03-25,sports,mobile,AR,in_article,2271,1845,1766,42.0,4.19
2026-03-25,sports,mobile,AR,sidebar_rectangle,1709,1551,1294,41.0,4.5
2026-03-25,sports,mobile,AR,video_preroll,854,777,760,2.0,1.0
2026-03-25,sports,desktop,BR,top_banner,5640,4623,4210,76.0,7.57
2026-03-25,sports,desktop,BR,in_article,3954,3667,2924,24.0,6.55
2026-03-25,sports,desktop,BR,sidebar_rectangle,2924,2637,2579,64.0,7.28
2026-03-25,sports,desktop,BR,video_preroll,1587,1535,1463,25.0,3.89
2026-03-25,sports,desktop,US,top_banner,3205,2608,2130,13.0,12.71
2026-03-25,sports,desktop,US,in_article,3062,2520,2407,74.0,5.4
2026-03-25,sports,desktop,US,sidebar_rectangle,2053,1913,1862,41.0,6.47
2026-03-25,sports,desktop,US,video_preroll,982,911,714,7.0,7.44
2026-03-25,sports,desktop,MX,top_banner,2665,2156,1996,45.0,3.2
2026-03-25,sports,desktop,MX,in_article,1775,1490,1457,13.0,5.3
2026-03-25,sports,desktop,MX,sidebar_rectangle,1268,1201,1172,36.0,4.37
2026-03-25,sports,desktop,MX,video_preroll,701,582,483,6.0,1.64
2026-03-25,sports,desktop,AR,top_banner,1916,1523,1415,10.0,2.64
2026-03-25,sports,desktop,AR,in_article,1391,1225,1171,26.0,4.09
2026-03-25,sports,desktop,AR,sidebar_rectangle,980,789,728,6.0,2.66
2026-03-25,sports,desktop,AR,video_preroll,643,536,497,5.0,1.54
2026-03-25,sports,tablet,BR,top_banner,2477,2236,2185,27.0,6.97
2026-03-25,sports,tablet,BR,in_article,1998,1653,1486,37.0,4.8
2026-03-25,sports,tablet,BR,sidebar_rectangle,1224,979,860,10.0,3.09
2026-03-25,sports,tablet,BR,video_preroll,591,480,446,4.0,2.49
2026-03-25,sports,tablet,US,top_banner,1739,1508,1322,41.0,6.84
2026-03-25,sports,tablet,US,in_article,1037,967,844,21.0,3.67
2026-03-25,sports,tablet,US,sidebar_rectangle,917,857,651,18.0,3.63
2026-03-25,sports,tablet,US,video_preroll,402,316,270,1.0,1.5
2026-03-25,sports,tablet,MX,top_banner,1018,878,853,10.0,1.84
2026-03-25,sports,tablet,MX,in_article,837,696,639,15.0,2.05
2026-03-25,sports,tablet,MX,sidebar_rectangle,489,457,447,2.0,1.09
2026-03-25,sports,tablet,MX,video_preroll,263,205,180,2.0,0.43
2026-03-25,sports,tablet,AR,top_banner,850,790,611,4.0,2.2
2026-03-25,sports,tablet,AR,in_article,682,608,517,3.0,1.85
2026-03-25,sports,tablet,AR,sidebar_rectangle,491,468,435,2.0,1.28
2026-03-25,sports,tablet,AR,video_preroll,238,225,201,1.0,1.12
2026-03-25,technology,mobile,BR,top_banner,7163,6388,5228,152.0,12.86
2026-03-25,technology,mobile,BR,in_article,5519,4572,3757,63.0,5.56
2026-03-25,technology,mobile,BR,sidebar_rectangle,3795,3098,2539,18.0,4.92
2026-03-25,technology,mobile,BR,video_preroll,1914,1639,1507,17.0,8.53
2026-03-25,technology,mobile,US,top_banner,4180,3607,2812,47.0,12.49
2026-03-25,technology,mobile,US,in_article,3257,2880,2429,27.0,15.42
2026-03-25,technology,mobile,US,sidebar_rectangle,2584,2036,1603,51.0,9.72
2026-03-25,technology,mobile,US,video_preroll,1279,998,926,7.0,1.89
2026-03-25,technology,mobile,MX,top_banner,3000,2581,2166,48.0,7.07
2026-03-25,technology,mobile,MX,in_article,2317,1813,1386,39.0,1.83
2026-03-25,technology,mobile,MX,sidebar_rectangle,1594,1274,1032,18.0,1.55
2026-03-25,technology,mobile,MX,video_preroll,823,699,652,8.0,1.84
2026-03-25,technology,mobile,AR,top_banner,2562,2452,1928,392.0,5.63
2026-03-25,technology,mobile,AR,in_article,1783,1401,1073,13.0,1.01
2026-03-25,technology,mobile,AR,sidebar_rectangle,1405,1328,1112,16.0,1.79
2026-03-25,technology,mobile,AR,video_preroll,644,599,564,5.0,2.11
2026-03-25,technology,desktop,BR,top_banner,4262,4114,3408,46.0,7.49
2026-03-25,technology,desktop,BR,in_article,3384,2850,2749,16.0,4.17
2026-03-25,technology,desktop,BR,sidebar_rectangle,2664,2196,2130,50.0,8.44
2026-03-25,technology,desktop,BR,video_preroll,1429,1284,1133,13.0,6.39
2026-03-25,technology,desktop,US,top_banner,3211,2870,2464,56.0,4.64
2026-03-25,technology,desktop,US,in_article,2496,2193,1924,35.0,9.99
2026-03-25,technology,desktop,US,sidebar_rectangle,1635,1377,1152,5.0,1.89
2026-03-25,technology,desktop,US,video_preroll,856,792,740,5.0,7.81
2026-03-25,technology,desktop,MX,top_banner,1939,1806,1558,37.0,3.01
2026-03-25,technology,desktop,MX,in_article,1437,1190,1086,32.0,3.16
2026-03-25,technology,desktop,MX,sidebar_rectangle,1069,836,775,21.0,1.66
2026-03-25,technology,desktop,MX,video_preroll,466,368,293,1.0,1.73
2026-03-25,technology,desktop,AR,top_banner,1561,1249,1202,33.0,3.28
2026-03-25,technology,desktop,AR,in_article,1156,1095,885,27.0,1.99
2026-03-25,technology,desktop,AR,sidebar_rectangle,841,687,625,19.0,1.41
2026-03-25,technology,desktop,AR,video_preroll,488,408,385,1.0,1.9
2026-03-25,technology,tablet,BR,top_banner,2141,1670,1614,50.0,3.77
2026-03-25,technology,tablet,BR,in_article,1604,1509,1185,7.0,3.71
2026-03-25,technology,tablet,BR,sidebar_rectangle,973,884,783,19.0,0.95
2026-03-25,technology,tablet,BR,video_preroll,500,412,350,5.0,2.3
2026-03-25,technology,tablet,US,top_banner,1254,1121,924,16.0,5.78
2026-03-25,technology,tablet,US,in_article,979,910,700,9.0,3.28
2026-03-25,technology,tablet,US,sidebar_rectangle,649,579,550,14.0,2.45
2026-03-25,technology,tablet,US,video_preroll,362,307,274,3.0,1.58
2026-03-25,technology,tablet,MX,top_banner,824,670,509,8.0,1.85
2026-03-25,technology,tablet,MX,in_article,632,612,555,5.0,1.71
2026-03-25,technology,tablet,MX,sidebar_rectangle,471,424,367,7.0,0.27
2026-03-25,technology,tablet,MX,video_preroll,222,179,152,2.0,0.36
2026-03-25,technology,tablet,AR,top_banner,699,648,616,11.0,1.24
2026-03-25,technology,tablet,AR,in_article,478,432,407,3.0,1.59
2026-03-25,technology,tablet,AR,sidebar_rectangle,346,318,247,7.0,0.63
2026-03-25,technology,tablet,AR,video_preroll,201,172,141,0.0,0.2
2026-03-26,home,mobile,BR,top_banner,14772,12915,11709,287.0,32.72
2026-03-26,home,mobile,BR,in_article,13732,11836,10733,266.0,19.52
2026-03-26,home,mobile,BR,sidebar_rectangle,7017,6533,6189,140.0,13.24
2026-03-26,home,mobile,BR,video_preroll,4393,4178,3936,74.0,27.98
2026-03-26,home,mobile,US,top_banner,11078,9062,7960,169.0,42.37
2026-03-26,home,mobile,US,in_article,6588,5780,5658,94.0,9.81
2026-03-26,home,mobile,US,sidebar_rectangle,4692,3982,3244,70.0,20.54
2026-03-26,home,mobile,US,video_preroll,2462,2094,1805,27.0,10.45
2026-03-26,home,mobile,MX,top_banner,6638,6061,5919,76.0,16.32
2026-03-26,home,mobile,MX,in_article,5215,4277,4020,56.0,4.22
2026-03-26,home,mobile,MX,sidebar_rectangle,3305,2598,2430,55.0,8.52
2026-03-26,home,mobile,MX,video_preroll,1762,1501,1448,26.0,4.96
2026-03-26,home,mobile,AR,top_banner,5001,4679,4058,29.0,7.52
2026-03-26,home,mobile,AR,in_article,4377,4009,3730,110.0,5.15
2026-03-26,home,mobile,AR,sidebar_rectangle,2658,2334,2156,27.0,3.96
2026-03-26,home,mobile,AR,video_preroll,1575,1332,1030,8.0,5.53
2026-03-26,home,desktop,BR,top_banner,9899,7799,5955,122.0,18.87
2026-03-26,home,desktop,BR,in_article,6834,6593,5342,93.0,21.09
2026-03-26,home,desktop,BR,sidebar_rectangle,6052,5384,5196,70.0,6.32
2026-03-26,home,desktop,BR,video_preroll,2872,2688,2549,17.0,10.53
2026-03-26,home,desktop,US,top_banner,5985,4826,4568,71.0,26.61
2026-03-26,home,desktop,US,in_article,5130,4288,3934,97.0,10.8
2026-03-26,home,desktop,US,sidebar_rectangle,3575,3347,3042,75.0,8.38
2026-03-26,home,desktop,US,video_preroll,1555,1423,1185,8.0,7.28
2026-03-26,home,desktop,MX,top_banner,5094,4160,3961,44.0,14.55
2026-03-26,home,desktop,MX,in_article,3327,2949,2670,83.0,2.24
2026-03-26,home,desktop,MX,sidebar_rectangle,2249,1788,1563,41.0,1.32
2026-03-26,home,desktop,MX,video_preroll,1153,994,961,9.0,7.26
2026-03-26,home,desktop,AR,top_banner,3892,3767,3386,46.0,11.99
2026-03-26,home,desktop,AR,in_article,2650,2222,1922,54.0,6.32
2026-03-26,home,desktop,AR,sidebar_rectangle,2071,1945,1662,10.0,1.96
2026-03-26,home,desktop,AR,video_preroll,1066,968,790,3.0,2.8
2026-03-26,home,tablet,BR,top_banner,3713,3339,2894,70.0,2.67
2026-03-26,home,tablet,BR,in_article,3297,2682,2050,28.0,1.76
2026-03-26,home,tablet,BR,sidebar_rectangle,2231,2053,1743,7.0,5.17
2026-03-26,home,tablet,BR,video_preroll,1135,1079,856,15.0,4.93
2026-03-26,home,tablet,US,top_banner,2607,2163,1861,17.0,9.33
2026-03-26,home,tablet,US,in_article,2291,1870,1525,44.0,5.55
2026-03-26,home,tablet,US,sidebar_rectangle,1568,1508,1214,26.0,6.47
2026-03-26,home,tablet,US,video_preroll,672,563,538,2.0,1.83
2026-03-26,home,tablet,MX,top_banner,1785,1663,1430,16.0,3.09
2026-03-26,home,tablet,MX,in_article,1307,1200,1141,14.0,3.65
2026-03-26,home,tablet,MX,sidebar_rectangle,896,829,734,3.0,2.21
2026-03-26,home,tablet,MX,video_preroll,433,388,318,1.0,0.76
2026-03-26,home,tablet,AR,top_banner,1612,1310,1066,6.0,1.73
2026-03-26,home,tablet,AR,in_article,1287,1128,942,22.0,2.2
2026-03-26,home,tablet,AR,sidebar_rectangle,778,687,568,11.0,0.72
2026-03-26,home,tablet,AR,video_preroll,358,292,241,3.0,0.64
2026-03-26,news,mobile,BR,top_banner,11645,9244,8422,160.0,30.15
2026-03-26,news,mobile,BR,in_article,8949,8670,7049,174.0,15.55
2026-03-26,news,mobile,BR,sidebar_rectangle,6068,5576,5409,136.0,9.94
2026-03-26,news,mobile,BR,video_preroll,3203,2630,2357,23.0,6.24
2026-03-26,news,mobile,US,top_banner,7496,7164,5568,73.0,11.53
2026-03-26,news,mobile,US,in_article,4918,4018,3704,38.0,7.56
2026-03-26,news,mobile,US,sidebar_rectangle,4149,3470,3127,30.0,15.31
2026-03-26,news,mobile,US,video_preroll,1946,1590,1292,15.0,7.26
2026-03-26,news,mobile,MX,top_banner,4783,4469,3441,51.0,7.38
2026-03-26,news,mobile,MX,in_article,3681,3180,2813,57.0,8.61
2026-03-26,news,mobile,MX,sidebar_rectangle,2451,2126,1970,32.0,5.94
2026-03-26,news,mobile,MX,video_preroll,1217,1056,820,11.0,3.8
2026-03-26,news,mobile,AR,top_banner,3910,3203,2477,49.0,1.75
2026-03-26,news,mobile,AR,in_article,2916,2799,2727,28.0,6.63
2026-03-26,news,mobile,AR,sidebar_rectangle,2154,1961,1619,44.0,4.4
2026-03-26,news,mobile,AR,video_preroll,1235,1190,1165,13.0,2.55
2026-03-26,news,desktop,BR,top_banner,9110,8220,7281,115.0,19.98
2026-03-26,news,desktop,BR,in_article,5810,5574,5263,79.0,14.24
2026-03-26,news,desktop,BR,sidebar_rectangle,3835,3363,2598,62.0,8.53
2026-03-26,news,desktop,BR,video_preroll,2026,1927,1881,32.0,13.51
2026-03-26,news,desktop,US,top_banner,4696,4478,4324,92.0,7.99
2026-03-26,news,desktop,US,in_article,3979,3460,3189,57.0,17.45
2026-03-26,news,desktop,US,sidebar_rectangle,2631,2153,1699,40.0,4.75
2026-03-26,news,desktop,US,video_preroll,1492,1409,1210,15.0,12.49
2026-03-26,news,desktop,MX,top_banner,3531,3127,3045,56.0,2.43
2026-03-26,news,desktop,MX,in_article,2778,2576,2515,17.0,5.62
2026-03-26,news,desktop,MX,sidebar_rectangle,2026,1919,1760,18.0,6.59
2026-03-26,news,desktop,MX,video_preroll,811,770,726,3.0,5.37
2026-03-26,news,desktop,AR,top_banner,2334,2256,1807,47.0,3.16
2026-03-26,news,desktop,AR,in_article,2195,2126,1757,10.0,6.58
2026-03-26,news,desktop,AR,sidebar_rectangle,1571,1397,1364,23.0,1.22
2026-03-26,news,desktop,AR,video_preroll,811,742,595,7.0,2.12
2026-03-26,news,tablet,BR,top_banner,3358,2818,2705,33.0,3.93
2026-03-26,news,tablet,BR,in_article,2632,2244,2169,62.0,5.08
2026-03-26,news,tablet,BR,sidebar_rectangle,1672,1347,1080,11.0,2.53
2026-03-26,news,tablet,BR,video_preroll,660,552,471,2.0,1.38
2026-03-26,news,tablet,US,top_banner,2027,1853,1572,31.0,5.6
2026-03-26,news,tablet,US,in_article,1607,1373,1261,12.0,4.32
2026-03-26,news,tablet,US,sidebar_rectangle,1083,866,770,15.0,1.46
2026-03-26,news,tablet,US,video_preroll,686,547,523,6.0,2.12
2026-03-26,news,tablet,MX,top_banner,1407,1284,1188,27.0,2.57
2026-03-26,news,tablet,MX,in_article,999,929,884,13.0,3.25
2026-03-26,news,tablet,MX,sidebar_rectangle,729,641,573,4.0,0.63
2026-03-26,news,tablet,MX,video_preroll,303,292,254,0.0,0.41
2026-03-26,news,tablet,AR,top_banner,878,794,630,3.0,2.06
2026-03-26,news,,AR,in_article,843,727,669,5.0,1.5
2026-03-26,news,tablet,AR,sidebar_rectangle,536,453,435,10.0,0.32
2026-03-26,news,tablet,AR,video_preroll,311,259,247,4.0,1.28
2026-03-26,sports,mobile,BR,top_banner,9367,8959,8401,89.0,17.69
2026-03-26,sports,mobile,BR,in_article,8071,7196,6062,59.0,18.5
2026-03-26,sports,mobile,BR,sidebar_rectangle,4676,4040,3502,18.0,8.03
2026-03-26,sports,mobile,BR,video_preroll,2769,2471,2378,37.0,14.77
2026-03-26,sports,mobile,US,top_banner,6014,4889,4696,105.0,28.56
2026-03-26,sports,mobile,US,in_article,4984,4317,3408,51.0,14.8
2026-03-26,sports,mobile,US,sidebar_rectangle,3259,3055,2666,44.0,3.18
2026-03-26,sports,mobile,US,video_preroll,1630,1575,1453,17.0,15.22
2026-03-26,sports,mobile,MX,top_banner,3822,3676,3359,14.0,10.71
2026-03-26,sports,mobile,MX,in_article,3760,3389,2799,27.0,8.15
2026-03-26,sports,mobile,MX,sidebar_rectangle,2244,1777,1672,19.0,4.81
2026-03-26,sports,mobile,MX,video_preroll,1288,1018,997,10.0,2.49
2026-03-26,sports,mobile,AR,top_banner,3091,2765,2103,26.0,5.43
2026-03-26,sports,mobile,AR,in_article,2442,2050,1740,17.0,2.97
2026-03-26,sports,mobile,AR,sidebar_rectangle,1745,1472,1209,14.0,3.45
2026-03-26,sports,mobile,AR,video_preroll,872,747,671,9.0,0.84
2026-03-26,sports,desktop,BR,top_banner,6019,4974,4687,54.0,8.4
2026-03-26,sports,desktop,BR,in_article,5360,4738,4446,66.0,7.39
2026-03-26,sports,desktop,BR,sidebar_rectangle,2898,2661,2603,55.0,6.29
2026-03-26,sports,desktop,BR,video_preroll,1800,1741,1585,8.0,6.58
2026-03-26,sports,desktop,US,top_banner,4430,3637,3350,74.0,7.74
2026-03-26,sports,desktop,US,in_article,2746,2636,2157,35.0,12.94
2026-03-26,sports,desktop,US,sidebar_rectangle,2178,2093,1682,40.0,7.32
2026-03-26,sports,desktop,US,video_preroll,1256,1150,880,5.0,3.91
2026-03-26,sports,desktop,MX,top_banner,2385,1875,1570,15.0,1.77
2026-03-26,sports,desktop,MX,in_article,2243,2101,1640,39.0,1.38
2026-03-26,sports,desktop,MX,sidebar_rectangle,1527,1319,1113,21.0,3.54
2026-03-26,sports,desktop,MX,video_preroll,793,647,608,3.0,3.86
2026-03-26,sports,desktop,AR,top_banner,2650,2212,1834,26.0,5.09
2026-03-26,sports,desktop,AR,in_article,1481,1244,1203,11.0,1.27
2026-03-26,sports,desktop,AR,sidebar_rectangle,1209,1167,1011,26.0,2.38
2026-03-26,sports,desktop,AR,video_preroll,590,551,501,6.0,2.27
2026-03-26,sports,tablet,BR,top_banner,2707,2398,2000,57.0,6.05
2026-03-26,sports,tablet,BR,in_article,2008,1826,1527,24.0,2.07
2026-03-26,sports,tablet,BR,sidebar_rectangle,1525,1382,1300,16.0,5.5
2026-03-26,sports,tablet,BR,video_preroll,802,679,659,9.0,4.76
2026-03-26,sports,tablet,US,top_banner,1959,1619,1369,38.0,5.12
